1608919930 0 0 0 0 0 0 1 0
1608924760 0 0 0 1 0 0 1 0
1608926005 0 0 0 2 0 0 1 0
1608926127 0 0 0 3 0 0 1 0
1608926352 0 0 0 4 0 0 1 0
1608926410 0 0 0 4 0 0 2 0
1610033014 1 0 0 4 0 0 2 0
1610034594 2 0 0 4 0 0 2 0
1610035090 3 0 0 4 0 0 2 0
1610038965 4 0 0 4 0 0 2 0
1610126358 5 0 0 4 0 0 2 0
1610126882 6 0 0 4 0 0 2 0
1610127971 7 0 0 4 0 0 2 0
1610138511 8 0 0 4 0 0 2 0
1610223487 9 0 0 4 0 0 2 0
1610227258 10 0 0 4 0 0 2 0
1610227886 11 0 0 4 0 0 2 0
1610228711 12 0 0 4 0 0 2 0
1610230167 13 0 0 4 0 0 2 0
1610285804 14 0 0 4 0 0 2 0
1610286001 15 0 0 4 0 0 2 0
1610289200 16 0 0 4 0 0 2 0
1610293285 17 0 0 4 0 0 2 0
1610294045 17 0 0 4 1 0 2 0
1610297628 18 0 0 4 1 0 2 0
1610297638 19 0 0 4 1 0 2 0
1610298157 20 0 0 4 1 0 2 0
1610309500 21 0 0 4 1 0 2 0
1610314329 22 0 0 4 1 0 2 0
1610314952 23 0 0 4 1 0 2 0
1610315878 24 0 0 4 1 0 2 0
1610319111 25 0 0 4 1 0 2 0
1610324083 26 0 0 4 1 0 2 0
1610324760 27 0 0 4 1 0 2 0
1610329780 28 0 0 4 1 0 2 0
1610332752 29 0 0 4 1 0 2 0
1610359167 30 0 0 4 1 0 2 0
1610359460 31 0 0 4 1 0 2 0
1610360624 32 0 0 4 1 0 2 0
1610399881 33 0 0 4 1 0 2 0
1610402681 34 0 0 4 1 0 2 0
1610408731 35 0 0 4 1 0 2 0
1610408863 36 0 0 4 1 0 2 0
1610409785 37 0 0 4 1 0 2 0
1610410072 38 0 0 4 1 0 2 0
1610457971 39 0 0 4 1 0 2 0
1610465862 39 0 1 4 1 0 2 0
1610466001 40 0 1 4 1 0 2 0
1610466005 41 0 1 4 1 0 2 0
1610466288 41 0 2 4 1 0 2 0
1610466500 42 0 2 4 1 0 2 0
1610467370 42 0 3 4 1 0 2 0
1610467510 42 0 4 4 1 0 2 0
1610467949 42 0 5 4 1 0 2 0
1610468211 43 0 5 4 1 0 2 0
1610468498 44 0 5 4 1 0 2 0
1610887335 45 0 5 4 1 0 2 0
1610890635 46 0 5 4 1 0 2 0
1610892072 47 0 5 4 1 0 2 0
1610892643 47 1 5 4 1 0 2 0
1610893037 48 1 5 4 1 0 2 0
1610893689 49 1 5 4 1 0 2 0
1610893920 49 2 5 4 1 0 2 0
1610893928 49 3 5 4 1 0 2 0
1610894056 49 3 5 4 1 0 2 1
1610894060 49 3 5 4 1 0 2 2
1610897787 49 3 5 4 2 0 2 2
1610898967 50 3 5 4 2 0 2 2
1610902254 51 3 5 4 2 0 2 2
1610902258 52 3 5 4 2 0 2 2
1610903111 53 3 5 4 2 0 2 2
1610904374 53 3 5 4 3 0 2 2
1610904507 53 3 5 4 4 0 2 2
1610906174 54 3 5 4 4 0 2 2
1610911929 55 3 5 4 4 0 2 2
1610912043 56 3 5 4 4 0 2 2
1610912412 57 3 5 4 4 0 2 2
1610913997 58 3 5 4 4 0 2 2
1610918103 59 3 5 4 4 0 2 2
1610918955 60 3 5 4 4 0 2 2
1611241277 61 3 5 4 4 0 2 2
1611243830 62 3 5 4 4 0 2 2
1611244917 63 3 5 4 4 0 2 2
1611251184 64 3 5 4 4 0 2 2
1611258023 65 3 5 4 4 0 2 2
1611259227 66 3 5 4 4 0 2 2
1611260057 67 3 5 4 4 0 2 2
1611260214 68 3 5 4 4 0 2 2
1611260509 69 3 5 4 4 0 2 2
1611848810 70 3 5 4 4 0 2 2
1611877700 71 3 5 4 4 0 2 2
1611954896 72 3 5 4 4 0 2 2
1611955293 73 3 5 4 4 0 2 2
1612277149 74 3 5 4 4 0 2 2
1612281010 75 3 5 4 4 0 2 2
1612283851 76 3 5 4 4 0 2 2
1612285259 77 3 5 4 4 0 2 2
1612287013 78 3 5 4 4 0 2 2
1612287666 79 3 5 4 4 0 2 2
1612289196 80 3 5 4 4 0 2 2
1612464568 81 3 5 4 4 0 2 2
1612470083 82 3 5 4 4 0 2 2
1612472205 83 3 5 4 4 0 2 2
1612479560 84 3 5 4 4 0 2 2
1612659224 85 3 5 4 4 0 2 2
1612661831 86 3 5 4 4 0 2 2
1612714680 87 3 5 4 4 0 2 2
1613554024 88 3 5 4 4 0 2 2
1613555551 89 3 5 4 4 0 2 2
1613557395 90 3 5 4 4 0 2 2
1613567503 91 3 5 4 4 0 2 2
1613570128 92 3 5 4 4 0 2 2
1613570823 93 3 5 4 4 0 2 2
1613573400 94 3 5 4 4 0 2 2
1614114162 95 3 5 4 4 0 2 2
1614115203 96 3 5 4 4 0 2 2
1614115874 97 3 5 4 4 0 2 2
1614117860 98 3 5 4 4 0 2 2
1614118082 99 3 5 4 4 0 2 2
1614121375 100 3 5 4 4 0 2 2
1614121788 101 3 5 4 4 0 2 2
1614125783 102 3 5 4 4 0 2 2
1614125847 103 3 5 4 4 0 2 2
1614127324 104 3 5 4 4 0 2 2
1614128098 105 3 5 4 4 0 2 2
1614128509 106 3 5 4 4 0 2 2
1614197185 107 3 5 4 4 0 2 2
